=== source: childes_uk ===

-- Conversation 020203::4 (2456 lemmas, speakers: CHI, DAD, MOT) --
  *CHI:	a biscuit .
  *INV:	do not pull it too hard .
  *INV:	you just need to pull it like this .
  *INV:	there .
  *INV:	you do it .
  *CHI:	oh .
  *CHI:	this one be go wrong .
  *INV:	no .
  *INV:	it be just a bit rip .
  *MOT:	oh dear .
  *MOT:	caroline need to do some sew .
  *MOT:	do you think .
  *CHI:	yeah .
  *CHI:	not mine .
  *MOT:	think caroline be good at sew .
  *INV:	no .
  *MOT:	be mummy good at sew .
  *CHI:	yeah .
  *MOT:	do you think she be .
  *MOT:	who be good .
  *MOT:	mummy or daddy at sew .
  *CHI:	daddy .
  *CHI:	this be not right yet .
  *INV:	i know .
  *MOT:	gail .
  *CHI:	that be not right .
  *INV:	be not it .
  *CHI:	no .
  *CHI:	like that .
  *CHI:	tie like that .
  *CHI:	you have to put it i can not do it this .
  *CHI:	do this one .
  *CHI:	do it loose .
  *CHI:	like that .
  *CHI:	loose like that .
  *CHI:	yeah .
  *MOT:	well .
  *MOT:	where .
  *MOT:	where do we go to .
  *MOT:	lanzarotte cm do we this morning .
  *CHI:	no .
  *MOT:	where do we go then .
  *CHI:	the park .
  *MOT:	no .
  *MOT:	this morning .
  *MOT:	where we meet daddy .
  *CHI:	the school .
  *MOT:	school cm do not we .
  *MOT:	to have a look .
  *MOT:	what do you think .
  *MOT:	do you like it .
  *MOT:	do not think we like it as much as the other one cm do we .
  *CHI:	no .
  *MOT:	we be not sure .
  *MOT:	but we genmod good not say that because we might not get a place at the other one .
  *MOT:	but there be nice thing cm be not there .
  *MOT:	they genmod be study gaudy architecture .
  *MOT:	it be a bit of a shock to me .
  *MOT:	and kathy the clean come cm do not she this morning .
  *MOT:	oh .
  *MOT:	fly dipsy .
  *MOT:	loose .
  *CHI:	like that .
  *MOT:	hm .
  *CHI:	the pink one this time .
  *MOT:	will you like a ribbon in your hair .
  *CHI:	this one .
  *MOT:	shall i put that in your hair .
  *CHI:	yeah .
  *MOT:	because that will keep your hair your eye .
  *MOT:	but i be sure you will not let me do it .
  *INV:	the orange one will match good .
  *MOT:	yeah .
  *MOT:	that will go with your tights cm will not it .
  *CHI:	yeah .
  *CHI:	like that .
  *INV:	you want it like that .
  *CHI:	yeah .
  *CHI:	like this cm mummy .
  *MOT:	oh .
  *CHI:	yeah .
  *MOT:	orange or pink .
  *CHI:	pink .
  *MOT:	there .
  *MOT:	that be love .
  *MOT:	oh .
  *MOT:	mummy do not know what to do with long hair .
  *CHI:	your hair .
  *MOT:	oh .
  *MOT:	i have not get long hair cm have i .
  *CHI:	your hair .
  *MOT:	i have hard get any hair .
  *MOT:	very short mine cm be not it .
  *CHI:	andy hair .
  *MOT:	oh .
  *MOT:	andy be get short hair than mummy cm have not he .
  *CHI:	your hair .
  *INV:	i have already get one in my hair .
  *INV:	put it in though if you want .
  *CHI:	it be want .
  *CHI:	have a look in mirror .
  *CHI:	want there .
  *INV:	uhhum .
  *CHI:	want there .
  *INV:	uhhum .
  *MOT:	love .
  *CHI:	you want to wind this up your hair .
  *MOT:	whoops .
  *INV:	okay .
  *CHI:	on doll head .
  *CHI:	sorry .
  *CHI:	on doll head .
  *CHI:	loose .
  *CHI:	like that .
  *CHI:	loose like that .
  *INV:	go on then .
  *CHI:	no .
  *CHI:	you .
  *INV:	well .
  *INV:	i do not real know what you want .
  *CHI:	loose like that .
  *INV:	yes .
  *INV:	but i do not understand .
  *CHI:	loose like that .
  *MOT:	want me to do it .
  *INV:	give it to mummy .
  *INV:	let mummy do it .
  *CHI:	yeah .
  *INV:	because i do not have the faint idea what you be talk about real .
  *INV:	nor do i but have a go .
  *CHI:	loose .
  *MOT:	loose .
  *MOT:	well .
  *MOT:	loose mean less tight .
  *CHI:	like that .
  *CHI:	like that .
  *INV:	you mean further down .
  *CHI:	mean further down .
  *MOT:	do you mean further down .
  *MOT:	at the bottom of her hair .
  *CHI:	tight .
  *MOT:	there .
  *MOT:	at the bottom of her hair .
  *CHI:	tight .
  *MOT:	tight .
  *MOT:	oh .
  *MOT:	that be not loose cm be it .
  *CHI:	no .
  *MOT:	that be the opposite .
  *MOT:	there .
  *MOT:	like that .
  *CHI:	yeah .
  *MOT:	oh .
  *MOT:	i have get it right .
  *MOT:	hooray .
  *MOT:	there .
  *MOT:	what do you reckon .
  *CHI:	oh .
  *CHI:	where be her trouser go .
  *MOT:	have she get any knickers on or not .
  *CHI:	yeah .
  *MOT:	that be alright then .
  *MOT:	do not need trouser and a dress cm do she .
  *CHI:	yeah .
  *MOT:	do she .
  *CHI:	i can not find them .
  *CHI:	i can not find them .
  *MOT:	perhaps .
  *CHI:	get her hat .
  *CHI:	get her hat .
  *CHI:	i find her hat .
  *CHI:	put her hat on .
  *CHI:	put her hat on cm mummy .
  *CHI:	put her hat on .
  *CHI:	put her hat on cm mummy .
  *CHI:	put her hat on .
  *CHI:	her hat on .
  *CHI:	hold her .
  *CHI:	you sit on your bag .
  *MOT:	oh .
  *MOT:	andy .
  *MOT:	oh no .
  *MOT:	what be he do .
  *MOT:	be not he .
  *MOT:	craze the thing he try to eat cm be not he .
  *CHI:	put her hat on .
  *CHI:	put her hat on .
  *MOT:	well .
  *MOT:	i do not do anything if you whinge like that cm do i .
  *CHI:	put her hat on .
  *MOT:	yes .
  *MOT:	what .
  *CHI:	put her hat on .
  *MOT:	i think you have miss a word out .
  *MOT:	have not you .
  *CHI:	where be her shoe go .
  *MOT:	do not think she be get any cm have she .
  *CHI:	oh no .
  *CHI:	not tie on .
  *CHI:	oh no .
  *CHI:	no .
  *CHI:	i brokened it .
  *CHI:	her be go to party .
  *CHI:	her be go to party .
  *MOT:	oh dear .
  *MOT:	he be in a bad way .
  *CHI:	bad way .
  *CHI:	her be go to party cm mummy .
  *CHI:	put this on .
  *INV:	well .
  *INV:	mummy will do it cm will not she .
  *INV:	while i be write .
  *CHI:	her be go to a party .
  *MOT:	she be go to a party cm be she .
  *CHI:	yeah .
  *MOT:	in this .
  *CHI:	yeah .
  *CHI:	her be get cold .
  *MOT:	she will be .
  *MOT:	you say she not her cm do not you .
  *MOT:	yeah .
  *CHI:	no .
  *CHI:	her .
  *MOT:	do not you .
  *CHI:	no .
  *CHI:	that not right .
  *MOT:	be not it .
  *CHI:	no .
  *CHI:	that .
  *MOT:	there .
  *MOT:	that be a fun hat cm look .
  *CHI:	no .
  *CHI:	have to put it in there .
  *MOT:	oh .
  *MOT:	be that a fun hat .
  *CHI:	no .
  *MOT:	what be it .
  *CHI:	no .
  *MOT:	what be it then .
  *CHI:	that be a dress .
  *MOT:	oh right .
  *CHI:	that be to put her leg in .
  *CHI:	rip it cm mummy .
  *MOT:	i be not .
  *MOT:	it be the velcro .
  *MOT:	rip it .
  *MOT:	be she ready for her party then .
  *CHI:	no .
  *CHI:	oh no .
  *MOT:	what .
  *CHI:	not do it proper .
  *MOT:	well .
  *MOT:	it be velcro that be why .
  *MOT:	you have not do it proper cm do you say .
  *CHI:	no .
  *CHI:	like that .
  *CHI:	oh .
  *CHI:	not do this one proper right .
  *CHI:	oh .
  *CHI:	sick .
  *MOT:	what .
  *CHI:	sick .
  *MOT:	let us move him so he be not sit in it then cm shall we .
  *MOT:	what .
  *CHI:	i want to get a wipe .
  *MOT:	do you .
  *CHI:	yeah .
  *MOT:	oh .
  *MOT:	wipe a little bit then i rub hard .
  *MOT:	that be it .
  *CHI:	and put mine in .
  *MOT:	no .
  *MOT:	not in there .
  *MOT:	need to be in the bin cm be not it .
  *CHI:	it be go now .
  *CHI:	i want to play with that .
  *CHI:	i want to play with this .
  *MOT:	what be that then .
  *MOT:	that you have get .
  *CHI:	this .
  *MOT:	yeah .
  *CHI:	what be this call .
  *MOT:	you tell me .
  *MOT:	i be ask you .
  *MOT:	that be right .
  *CHI:	her go in .
  *CHI:	her go in .
  *MOT:	could do cm could not she .
  *CHI:	where be other one go .
  *CHI:	ow .
  *CHI:	andy .
  *CHI:	i play with it .
  *CHI:	whoops .
  *CHI:	sorry cm andy .
  *CHI:	there cm look .
  *MOT:	mind his foot cm darling .
  *MOT:	do not lean on it .
  *CHI:	oh .
  *CHI:	i can not .
  *CHI:	want play with these cm mummy .
  *MOT:	okay .
  *CHI:	i can not open this .
  *CHI:	you will have to do it cm mummy .
  *CHI:	fly .
  *MOT:	what be you do .
  *CHI:	get your scarf .
  *MOT:	who be that .
  *MOT:	peep out here .
  *MOT:	andy like that ball cm do not he .
  *MOT:	who be you be .
  *MOT:	who be you dress up as .
  *MOT:	what be you .
  *MOT:	pirate .
  *CHI:	no .
  *MOT:	what then .
  *CHI:	mummy .
  *MOT:	you be mummy .
  *MOT:	do not wear a scarf like that over my head .
  *CHI:	yeah .
  *MOT:	no .
  *MOT:	i do not .
  *CHI:	keep me warm .
  *MOT:	keep you warm cm do it .
  *CHI:	have to get it straight .
  *MOT:	oh right .
  *CHI:	like that .
  *MOT:	be that straight or a bit wonky .
  *MOT:	be it .
  *MOT:	shall we tie it round you .
  *MOT:	i be sure you can do it .
  *CHI:	no .
  *CHI:	i can not .
  *CHI:	you can do it .
  *CHI:	put them on a lid .
  *CHI:	no .
  *CHI:	do not shake them on .
  *CHI:	put them in .
  *CHI:	samson not get a tail .
  *MOT:	no .
  *MOT:	he have not cm have he .
  *MOT:	fall off .
  *CHI:	think it fall off .
  *CHI:	that one be get a tail on .
  *CHI:	this be the daddy one there .
  *MOT:	be it .
  *CHI:	this one be the mummy one .
  *CHI:	this one be a daddy one .
  *CHI:	there .
  *MOT:	be you line them up .
  *CHI:	mummy one .
  *CHI:	mummy one cm mummy .
  *CHI:	they talk .
  *MOT:	what animal have you get there then .
  *CHI:	no .
  *CHI:	this one be not stand up .
  *MOT:	will not it .
  *CHI:	no .
  *MOT:	be his leg all wonky .
  *MOT:	try it on the carpet .
  *CHI:	no more like it .
  *MOT:	oh .
  *MOT:	it be because it be mean to be walk i think .
  *MOT:	it be leg be not flat .
  *CHI:	no .
  *CHI:	it be not work that horse .
  *INV:	be not it .
  *CHI:	no .
  *CHI:	this one be work .
  *MOT:	he be eat my knee cm look .
  *MOT:	think he can get my knee in his mouth .
  *MOT:	gail .
  *MOT:	do you .
  *CHI:	this one be not stand up too .
  *MOT:	will not it .
  *CHI:	no .
  *MOT:	what be that one .
  *MOT:	what be wrong with that one cm do you think .
  *MOT:	there .
  *MOT:	it do .
  *CHI:	that one be stand ups too .
  *MOT:	yeah .
  *CHI:	it be not wrong now .
  *MOT:	they be both stand up .
  *CHI:	get mud on here .
  *MOT:	have you .
  *MOT:	oh no .
  *MOT:	your good dress .
  *CHI:	you have not clean it proper .
  *MOT:	i be not what .
  *MOT:	do you say i have not clean it proper .
  *MOT:	be that what you say .
  *CHI:	that one be stand up too .
  *MOT:	cheek .
  *CHI:	stand in a row .
  *CHI:	this be not .
  *MOT:	you mean you have splash your dinner on it .
  *CHI:	look now .
  *MOT:	oh no .
  *MOT:	he be flop over cm have not he .
  *CHI:	her go have a sleep now .
  *CHI:	go and cover them up .
  *CHI:	go and have get cover these animal up .
  *MOT:	do you think they be cover up when they go to bed .
  *MOT:	do you think the farm put them in a bed .
  *CHI:	yeah .
  *MOT:	at .
  *MOT:	think they do or do you think they just lie in a field .
  *MOT:	what do you reckon .
  *MOT:	or in the barn .
  *MOT:	do you think they have a bed .
  *CHI:	yeah .
  *MOT:	and a duvet .
  *MOT:	think they have a duvet in their barn .
  *MOT:	what do you reckon .
  *CHI:	wrap them up .
  *MOT:	think that tape will be about to click .
  *MOT:	do you want to have a look and then we can start pack away if it be .
  *MOT:	not that i know how you tell but still do it look like it be .
  *CHI:	no .
  *INV:	oh yes .
  *MOT:	oh right .
  *MOT:	start put them away .
  *MOT:	because caroline be got to dash .
  *MOT:	we always have to dash cm do not we .
  *MOT:	we dash everywhere cm do not we .
  *MOT:	yeah .
  *MOT:	we always dash .
  *MOT:	start put them away .
  *MOT:	hm .
  *MOT:	do you want me to help .
  *CHI:	yeah .
  *MOT:	pardon .
  *CHI:	yeah .
  *CHI:	oh .
  *CHI:	no .
  *CHI:	do not put that away .
  *CHI:	my play with that .
  *MOT:	oh right .
  *MOT:	what be mummy team cm gail .
  *MOT:	what be they call .
  *MOT:	what be the name of mummy team .
  *MOT:	that be not the name of the team .
  *MOT:	what be the name of the team .
  *MOT:	that be good .
  *CHI:	him be go to sleep .
  *MOT:	be he .
  *CHI:	yeah .
  *MOT:	in his barn .
  *CHI:	yeah .
  *MOT:	under your chin .
  *MOT:	under your chin .
  *CHI:	yeah .
  *MOT:	oh .
  *MOT:	love .
  *MOT:	oh .
  *MOT:	or shall we tie it round the back like that .
  *MOT:	what do you think .
  *MOT:	under your chin or round the back .
  *CHI:	under my chin .
  *MOT:	under your chin .
  *CHI:	look in mirror .
  *MOT:	there .
  *MOT:	beautiful .
  *CHI:	look in mirror .
  *MOT:	what do you reckon .
  *MOT:	what do you think .
  *MOT:	very .
  *MOT:	what do you reckon .
  *MOT:	tell you what .
  *MOT:	this will finish it off .
  *MOT:	the picture .
  *MOT:	oh yes .
  *INV:	oh darling .
  *MOT:	you can go to the oscars like that .
  *CHI:	go .
  *MOT:	pardon .
  *MOT:	go on .
  *CHI:	mummy .
  *MOT:	what do you think i look like .
  *MOT:	what do you think .
  *CHI:	pirate .
  *MOT:	i look like a pirate .
  *CHI:	yes .
  *MOT:	oh .
  *CHI:	yes .
  *CHI:	have to tie it round your neck .
  *MOT:	round my neck .
  *CHI:	yeah .
  *MOT:	like this .
  *CHI:	no .
  *CHI:	yeah .
  *MOT:	like that .
  *CHI:	and have look in go and look in mirror .
  *MOT:	what do you think .
  *MOT:	what do you reckon .
  *MOT:	what do i look like .
  *MOT:	what do you think .
  *MOT:	what do you reckon .
  *CHI:	and lift me up .
  *MOT:	lift you up .
  *MOT:	lift you up .
  *CHI:	yeah .
  *MOT:	well .
  *MOT:	you do not need to look in the mirror cm do you to see me .
  *MOT:	what do you think i look like .
  *CHI:	mummy .
  *MOT:	stun .
  *CHI:	yeah .
  *MOT:	think i look stun .
  *CHI:	what be andy like .
  *MOT:	pardon .
  *CHI:	what be andy go to be .
  *CHI:	gail .
  *MOT:	andy be go to be gail cm be he .
  *CHI:	andy be go to be gail .
  *MOT:	there .
  *CHI:	have to round andy neck .
  *MOT:	do he look just like gail .
  *MOT:	oh .
  *CHI:	have to put my glass on .
  *MOT:	where be they .
  *MOT:	they be on the floor .
  *MOT:	oh .
  *MOT:	do not he look gorgeous .
  *MOT:	there .
  *CHI:	andy go and look in mirror .
  *CHI:	go and look in mirror cm andy .
  *CHI:	go and look in mirror .
  *MOT:	let us see if he want to see in the mirror .
  *MOT:	before you take it off .
  *MOT:	shall we have a look .
  *MOT:	let us have a look .
  *MOT:	he could not see very well .
  *MOT:	think it have go dark .
  *MOT:	let us see if he .
  *CHI:	i take it off now .
  *CHI:	what be caroline go to be .
  *MOT:	i do not know .
  *MOT:	i do not think caroline want to be anything real cm do she .
  *CHI:	you want to be you want to be a spider .
  *MOT:	spider .
  *INV:	alright then .
  *INV:	give me some more leg .
  *MOT:	what be in our at the moment .
  *CHI:	spider .
  *MOT:	a scare one cm be not it .
  *CHI:	yeah .
  *MOT:	one that you clap and run down .
  *MOT:	and i know it be there .
  *MOT:	it give me a fright every time .
  *MOT:	great big thing cm be not it .
  *MOT:	oh .
  *MOT:	what be caroline look like .
  *MOT:	what do you reckon .
  *MOT:	what do you reckon .
  *MOT:	think she look like a model .
  *MOT:	do you .

-- Conversation 020828::15 (906 lemmas, speakers: ANT, CHI, FAT, GEO, MOT) --
  *CHI:	little diamond in the when the sun be in the sky for your little spark for you never shut your eye till the sun be in your eye till the sun be in the dark for your little spark for we do not twinkle twinkle little star what you say be what you be for we do not in the .
  *MOT:	no where to go .
  *CHI:	go .
  *CHI:	if you do not twinkle so .
  *MOT:	you be clever be not you .
  *CHI:	yes .
  *MOT:	clever .
  *MOT:	when the blaze .
  *CHI:	sun have go .
  *MOT:	and he .
  *CHI:	and .
  *MOT:	nothing shine .
  *CHI:	shine upon .
  *MOT:	then you shed .
  *CHI:	shed your little light .
  *MOT:	twinkle .
  *CHI:	twinkle .
  *MOT:	all .
  *CHI:	the .
  *MOT:	night .
  *CHI:	night .
  *MOT:	mind your sleeve on that wet jump .
  *CHI:	i be my dress .
  *CHI:	i be my mum want my orange balloon .
  *MOT:	what .
  *CHI:	i want my orange balloon .
  *MOT:	you can not have your orange balloon .
  *MOT:	it be hang up on the wall .
  *CHI:	i want it .
  *MOT:	well i can not help what you want .
  *MOT:	you can not have it .
  *MOT:	i be not get it down off the wall .
  *CHI:	you be .
  *MOT:	i be not .
  *CHI:	yes you be .
  *MOT:	not get it off the wall .
  *MOT:	not .
  *CHI:	you go to pot .
  *CHI:	teddy .
  *CHI:	teddy .
  *CHI:	yes .
  *CHI:	hello .
  *CHI:	which one will he .
  *CHI:	no .
  *CHI:	baby .
  *CHI:	i do not want them to do it .
  *CHI:	while the girl be play i shall be wait in the child .
  *CHI:	but they never open the thing .
  *CHI:	but that girl will not open it .
  *CHI:	anna .
  *CHI:	but she be muck around .
  *CHI:	make face .
  *CHI:	tom tom .
  *CHI:	he should be wait .
  *CHI:	say child .
  *CHI:	mum this be run again be .
  *CHI:	i in the water you dummy .
  *CHI:	yesterday .
  *CHI:	mum i do not want .
  *MOT:	oh shut up .
  *MOT:	stop it .
  *MOT:	leave it alone .
  *MOT:	elspeth .
  *MOT:	shop .
  *MOT:	you will not .
  *CHI:	up there .
  *ANT:	yes i do .
  *CHI:	yes i be elspeth .
  *ANT:	you say what i be think .
  *ANT:	then you say goodwill to man .
  *MOT:	towards .
  *ANT:	oh because then you .
  *ANT:	and on the window it say the say good will to man and so on .
  *ANT:	i do not know what .
  *MOT:	peace on earth and good will to all man .
  *ANT:	yes .
  *CHI:	yes .
  *ANT:	oh be that the end of .
  *MOT:	just start .
  *ANT:	oh this will be good .
  *ANT:	look she get over the .
  *ANT:	we have to break about there .
  *MOT:	you what .
  *ANT:	we have a story about toby and jane .
  *ANT:	and and i think .
  *CHI:	there be your key .
  *MOT:	you have a little lie down for half a hour .
  *MOT:	alright .
  *CHI:	oh i can not do that one .
  *CHI:	this one .
  *CHI:	can not find them .
  *CHI:	mum take me to the toilet .
  *CHI:	want .
  *MOT:	whoops in a minute .
  *MOT:	daddy be not out yet .
  *MOT:	you will have to wait a minute .
  *CHI:	can i take that off .
  *CHI:	can i take that off now .
  *MOT:	in a minute .
  *CHI:	i go to take it off .
  *CHI:	i be .
  *MOT:	what .
  *CHI:	i be go to take it off .
  *MOT:	in a minute .
  *CHI:	no .
  *MOT:	you go on out there and have a look .
  *MOT:	see what he be do .
  *CHI:	mummie i away .
  *MOT:	what be the matter .
  *MOT:	where be her balloon go .
  *GEO:	i be play with it out here and it go .
  *FAT:	right behind that rose tree .
  *FAT:	that rose .
  *MOT:	grab it .
  *MOT:	oh what do you do that for .
  *FAT:	i could not help it .
  *CHI:	daddy .
  *CHI:	dad .
  *MOT:	what .
  *CHI:	dad hurt the balloon .
  *CHI:	look at that dad .
  *MOT:	shut the back door love .
  *MOT:	or else all the warm air be go out in that case .
